Fecha;Cierre
12/27/2019;9006.62
12/26/2019;9022.39
12/24/2019;8952.88
12/23/2019;8945.65
12/20/2019;8924.96
12/19/2019;8887.22
12/18/2019;8827.73
12/17/2019;8823.36
12/16/2019;8814.23
12/13/2019;8734.88
12/12/2019;8717.32
12/11/2019;8654.05
12/10/2019;8616.18
12/09/2019;8621.83
12/06/2019;8656.53
12/05/2019;8570.7
12/04/2019;8566.67
12/03/2019;8520.64
12/02/2019;8567.99
11/29/2019;8665.47
11/27/2019;8705.18
11/26/2019;8647.93
11/25/2019;8632.49
11/22/2019;8519.88
11/21/2019;8506.21
11/20/2019;8526.73
11/19/2019;8570.66
11/18/2019;8549.94
11/15/2019;8540.83
11/14/2019;8479.02
11/13/2019;8482.1
11/12/2019;8486.09
11/11/2019;8464.28
11/08/2019;8475.31
11/07/2019;8434.52
11/06/2019;8410.63
11/05/2019;8434.68
11/04/2019;8433.2
11/01/2019;8386.4
10/31/2019;8292.36
10/30/2019;8303.98
10/29/2019;8276.85
10/28/2019;8325.99
10/25/2019;8243.12
10/24/2019;8185.8
10/23/2019;8119.79
10/22/2019;8104.3
10/21/2019;8162.99
10/18/2019;8089.54
10/17/2019;8156.85
10/16/2019;8124.18
10/15/2019;8148.71
10/14/2019;8048.65
10/11/2019;8057.04
10/10/2019;7950.78
10/09/2019;7903.74
10/08/2019;7823.78
10/07/2019;7956.29
10/04/2019;7982.47
10/03/2019;7872.26
10/02/2019;7785.25
10/01/2019;7908.68
09/30/2019;7999.34
09/27/2019;7939.63
09/26/2019;8030.66
09/25/2019;8077.38
09/24/2019;7993.63
09/23/2019;8112.46
09/20/2019;8117.67
09/19/2019;8182.88
09/18/2019;8177.39
09/17/2019;8186.02
09/16/2019;8153.54
09/13/2019;8176.71
9/12/2019;8194.47
9/11/2019;8169.68
9/10/2019;8084.16
9/09/2019;8087.44
9/06/2019;8103.07
9/05/2019;8116.83
9/04/2019;7976.88
9/03/2019;7874.16
08/30/2019;7962.88
08/29/2019;7973.39
08/28/2019;7856.88
08/27/2019;7826.95
08/26/2019;7853.74
08/23/2019;7751.77
08/22/2019;7991.39
08/21/2019;8020.21
08/20/2019;7948.56
08/19/2019;8002.81
08/16/2019;7895.99
08/15/2019;7766.62
08/14/2019;7773.94
